id,scheme_slug,document_name,is_mandatory,description
12409,pm-national-working-women-hostel-transport-subsidy-phase-4,Ration Card,1,National Ration Card for verification
12410,pm-national-working-women-hostel-transport-subsidy-phase-4,Bank Passbook,1,National Bank Passbook for verification
12411,pm-national-working-women-hostel-transport-subsidy-phase-4,Income Certificate,0,National Income Certificate for verification
12412,pm-national-single-mother-destitute-women-pension-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12413,pm-national-single-mother-destitute-women-pension-phase-4,Ration Card,1,National Ration Card for verification
12414,pm-national-single-mother-destitute-women-pension-phase-4,Bank Passbook,1,National Bank Passbook for verification
12415,pm-national-single-mother-destitute-women-pension-phase-4,Income Certificate,0,National Income Certificate for verification
12416,pm-national-sukanya-samriddhi-high-interest-top-up-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12417,pm-national-sukanya-samriddhi-high-interest-top-up-phase-4,Ration Card,1,National Ration Card for verification
12418,pm-national-sukanya-samriddhi-high-interest-top-up-phase-4,Bank Passbook,1,National Bank Passbook for verification
12419,pm-national-sukanya-samriddhi-high-interest-top-up-phase-4,Income Certificate,0,National Income Certificate for verification
12420,pm-national-universal-cashless-health-insurance-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12421,pm-national-universal-cashless-health-insurance-phase-4,Ration Card / Health Card,1,National Ration Card / Health Card for verification
12422,pm-national-universal-cashless-health-insurance-phase-4,Medical Prescription,1,National Medical Prescription for verification
12423,pm-national-critical-illness-relief-fund-cancer-kidney-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12424,pm-national-critical-illness-relief-fund-cancer-kidney-phase-4,Ration Card / Health Card,1,National Ration Card / Health Card for verification
12425,pm-national-critical-illness-relief-fund-cancer-kidney-phase-4,Medical Prescription,1,National Medical Prescription for verification
12426,pm-national-free-diagnostic-tests-medicine-scheme-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12427,pm-national-free-diagnostic-tests-medicine-scheme-phase-4,Ration Card / Health Card,1,National Ration Card / Health Card for verification
12428,pm-national-free-diagnostic-tests-medicine-scheme-phase-4,Medical Prescription,1,National Medical Prescription for verification
12429,pm-national-senior-citizen-specialized-geriatric-care-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12430,pm-national-senior-citizen-specialized-geriatric-care-phase-4,Ration Card / Health Card,1,National Ration Card / Health Card for verification
12431,pm-national-senior-citizen-specialized-geriatric-care-phase-4,Medical Prescription,1,National Medical Prescription for verification
12432,pm-national-emergency-accidental-trauma-insurance-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12433,pm-national-emergency-accidental-trauma-insurance-phase-4,Ration Card / Health Card,1,National Ration Card / Health Card for verification
12434,pm-national-emergency-accidental-trauma-insurance-phase-4,Medical Prescription,1,National Medical Prescription for verification
12435,pm-national-old-age-social-security-pension-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12436,pm-national-old-age-social-security-pension-phase-4,Income Certificate,1,National Income Certificate for verification
12437,pm-national-old-age-social-security-pension-phase-4,Bank Passbook,1,National Bank Passbook for verification
12438,pm-national-old-age-social-security-pension-phase-4,Disability/Caste Certificate,0,National Disability/Caste Certificate for verification
12439,pm-national-divyangjan-disability-monthly-pension-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12440,pm-national-divyangjan-disability-monthly-pension-phase-4,Income Certificate,1,National Income Certificate for verification
12441,pm-national-divyangjan-disability-monthly-pension-phase-4,Bank Passbook,1,National Bank Passbook for verification
12442,pm-national-divyangjan-disability-monthly-pension-phase-4,Disability/Caste Certificate,0,National Disability/Caste Certificate for verification
12443,pm-national-antyodaya-subsidized-food-security-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12444,pm-national-antyodaya-subsidized-food-security-phase-4,Income Certificate,1,National Income Certificate for verification
12445,pm-national-antyodaya-subsidized-food-security-phase-4,Bank Passbook,1,National Bank Passbook for verification
12446,pm-national-antyodaya-subsidized-food-security-phase-4,Disability/Caste Certificate,0,National Disability/Caste Certificate for verification
12447,pm-national-sanitation-workers-rehabilitation-grant-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12448,pm-national-sanitation-workers-rehabilitation-grant-phase-4,Income Certificate,1,National Income Certificate for verification
12449,pm-national-sanitation-workers-rehabilitation-grant-phase-4,Bank Passbook,1,National Bank Passbook for verification
12450,pm-national-sanitation-workers-rehabilitation-grant-phase-4,Disability/Caste Certificate,0,National Disability/Caste Certificate for verification
12451,pm-national-tribal-livelihood-forest-produce-grant-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12452,pm-national-tribal-livelihood-forest-produce-grant-phase-4,Income Certificate,1,National Income Certificate for verification
12453,pm-national-tribal-livelihood-forest-produce-grant-phase-4,Bank Passbook,1,National Bank Passbook for verification
12454,pm-national-tribal-livelihood-forest-produce-grant-phase-4,Disability/Caste Certificate,0,National Disability/Caste Certificate for verification
12455,pm-national-youth-apprenticeship-monthly-stipend-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12456,pm-national-youth-apprenticeship-monthly-stipend-phase-4,Educational Qualification Certificate,1,National Educational Qualification Certificate for verification
12457,pm-national-youth-apprenticeship-monthly-stipend-phase-4,Bank Passbook,1,National Bank Passbook for verification
12458,pm-national-artisan-craftsman-modern-tool-kit-grant-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12459,pm-national-artisan-craftsman-modern-tool-kit-grant-phase-4,Educational Qualification Certificate,1,National Educational Qualification Certificate for verification
12460,pm-national-artisan-craftsman-modern-tool-kit-grant-phase-4,Bank Passbook,1,National Bank Passbook for verification
12461,pm-national-rural-youth-driving-heavy-machinery-training-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12462,pm-national-rural-youth-driving-heavy-machinery-training-phase-4,Educational Qualification Certificate,1,National Educational Qualification Certificate for verification
12463,pm-national-rural-youth-driving-heavy-machinery-training-phase-4,Bank Passbook,1,National Bank Passbook for verification
12464,pm-national-it-emerging-tech-bootcamp-voucher-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12465,pm-national-it-emerging-tech-bootcamp-voucher-phase-4,Educational Qualification Certificate,1,National Educational Qualification Certificate for verification
12466,pm-national-it-emerging-tech-bootcamp-voucher-phase-4,Bank Passbook,1,National Bank Passbook for verification
12467,pm-national-self-employment-micro-credit-guarantee-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12468,pm-national-self-employment-micro-credit-guarantee-phase-4,Educational Qualification Certificate,1,National Educational Qualification Certificate for verification
12469,pm-national-self-employment-micro-credit-guarantee-phase-4,Bank Passbook,1,National Bank Passbook for verification
12470,pm-national-pucca-house-construction-subsidy-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12471,pm-national-pucca-house-construction-subsidy-phase-4,Land Possession Certificate,1,National Land Possession Certificate for verification
12472,pm-national-pucca-house-construction-subsidy-phase-4,Income Certificate,1,National Income Certificate for verification
12473,pm-national-pucca-house-construction-subsidy-phase-4,Bank Passbook,1,National Bank Passbook for verification
12474,pm-national-rooftop-solar-green-energy-assistance-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12475,pm-national-rooftop-solar-green-energy-assistance-phase-4,Land Possession Certificate,1,National Land Possession Certificate for verification
12476,pm-national-rooftop-solar-green-energy-assistance-phase-4,Income Certificate,1,National Income Certificate for verification
12477,pm-national-rooftop-solar-green-energy-assistance-phase-4,Bank Passbook,1,National Bank Passbook for verification
12478,pm-national-slum-rehabilitation-ews-flat-allocation-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12479,pm-national-slum-rehabilitation-ews-flat-allocation-phase-4,Land Possession Certificate,1,National Land Possession Certificate for verification
12480,pm-national-slum-rehabilitation-ews-flat-allocation-phase-4,Income Certificate,1,National Income Certificate for verification
12481,pm-national-slum-rehabilitation-ews-flat-allocation-phase-4,Bank Passbook,1,National Bank Passbook for verification
12482,pm-national-rural-toilet-water-tap-incentive-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12483,pm-national-rural-toilet-water-tap-incentive-phase-4,Land Possession Certificate,1,National Land Possession Certificate for verification
12484,pm-national-rural-toilet-water-tap-incentive-phase-4,Income Certificate,1,National Income Certificate for verification
12485,pm-national-rural-toilet-water-tap-incentive-phase-4,Bank Passbook,1,National Bank Passbook for verification
12486,pm-national-micro-enterprise-collateral-free-loan-phase-4,Udyam Registration Certificate,1,National Udyam Registration Certificate for verification
12487,pm-national-micro-enterprise-collateral-free-loan-phase-4,PAN Card,1,National PAN Card for verification
12488,pm-national-micro-enterprise-collateral-free-loan-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12489,pm-national-micro-enterprise-collateral-free-loan-phase-4,Bank Account Statement,1,National Bank Account Statement for verification
12490,pm-national-women-entrepreneur-startup-grant-phase-4,Udyam Registration Certificate,1,National Udyam Registration Certificate for verification
12491,pm-national-women-entrepreneur-startup-grant-phase-4,PAN Card,1,National PAN Card for verification
12492,pm-national-women-entrepreneur-startup-grant-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12493,pm-national-women-entrepreneur-startup-grant-phase-4,Bank Account Statement,1,National Bank Account Statement for verification
12494,pm-national-export-promotion-quality-certification-subsidy-phase-4,Udyam Registration Certificate,1,National Udyam Registration Certificate for verification
12495,pm-national-export-promotion-quality-certification-subsidy-phase-4,PAN Card,1,National PAN Card for verification
12496,pm-national-export-promotion-quality-certification-subsidy-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12497,pm-national-export-promotion-quality-certification-subsidy-phase-4,Bank Account Statement,1,National Bank Account Statement for verification
12498,pm-national-credit-linked-capital-subsidy-for-tech-upgradation-phase-4,Udyam Registration Certificate,1,National Udyam Registration Certificate for verification
12499,pm-national-credit-linked-capital-subsidy-for-tech-upgradation-phase-4,PAN Card,1,National PAN Card for verification
12500,pm-national-credit-linked-capital-subsidy-for-tech-upgradation-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12501,pm-national-credit-linked-capital-subsidy-for-tech-upgradation-phase-4,Bank Account Statement,1,National Bank Account Statement for verification
12502,pm-national-e-vehicle-green-mobility-subsidy-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12503,pm-national-e-vehicle-green-mobility-subsidy-phase-4,Electricity / Property Bill,1,National Electricity / Property Bill for verification
12504,pm-national-e-vehicle-green-mobility-subsidy-phase-4,Bank Passbook,1,National Bank Passbook for verification
12505,pm-national-rainwater-harvesting-ground-water-recharge-grant-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12506,pm-national-rainwater-harvesting-ground-water-recharge-grant-phase-4,Electricity / Property Bill,1,National Electricity / Property Bill for verification
12507,pm-national-rainwater-harvesting-ground-water-recharge-grant-phase-4,Bank Passbook,1,National Bank Passbook for verification
12508,pm-national-bio-gas-cattle-dung-renewable-plant-subsidy-phase-4,Aadhaar Card,1,National Aadhaar Card for verification
12509,pm-national-bio-gas-cattle-dung-renewable-plant-subsidy-phase-4,Electricity / Property Bill,1,National Electricity / Property Bill for verification
12510,pm-national-bio-gas-cattle-dung-renewable-plant-subsidy-phase-4,Bank Passbook,1,National Bank Passbook for verification
12511,pm-national-kisan-samriddhi-crop-assistance-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12512,pm-national-kisan-samriddhi-crop-assistance-phase-5,Land Revenue Passbook (Khata/Khasra),1,National Land Revenue Passbook (Khata/Khasra) for verification
12513,pm-national-kisan-samriddhi-crop-assistance-phase-5,Bank Passbook,1,National Bank Passbook for verification
12514,pm-national-solar-krishi-pump-subsidy-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12515,pm-national-solar-krishi-pump-subsidy-phase-5,Land Revenue Passbook (Khata/Khasra),1,National Land Revenue Passbook (Khata/Khasra) for verification
12516,pm-national-solar-krishi-pump-subsidy-phase-5,Bank Passbook,1,National Bank Passbook for verification
12517,pm-national-horticulture-drip-irrigation-grant-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12518,pm-national-horticulture-drip-irrigation-grant-phase-5,Land Revenue Passbook (Khata/Khasra),1,National Land Revenue Passbook (Khata/Khasra) for verification
12519,pm-national-horticulture-drip-irrigation-grant-phase-5,Bank Passbook,1,National Bank Passbook for verification
12520,pm-national-dairy-cattle-development-incentive-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12521,pm-national-dairy-cattle-development-incentive-phase-5,Land Revenue Passbook (Khata/Khasra),1,National Land Revenue Passbook (Khata/Khasra) for verification
12522,pm-national-dairy-cattle-development-incentive-phase-5,Bank Passbook,1,National Bank Passbook for verification
12523,pm-national-fodder-cultivation-animal-care-grant-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12524,pm-national-fodder-cultivation-animal-care-grant-phase-5,Land Revenue Passbook (Khata/Khasra),1,National Land Revenue Passbook (Khata/Khasra) for verification
12525,pm-national-fodder-cultivation-animal-care-grant-phase-5,Bank Passbook,1,National Bank Passbook for verification
12526,pm-national-fisheries-pond-biofloc-support-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12527,pm-national-fisheries-pond-biofloc-support-phase-5,Land Revenue Passbook (Khata/Khasra),1,National Land Revenue Passbook (Khata/Khasra) for verification
12528,pm-national-fisheries-pond-biofloc-support-phase-5,Bank Passbook,1,National Bank Passbook for verification
12529,pm-national-soil-health-organic-farming-mission-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12530,pm-national-soil-health-organic-farming-mission-phase-5,Land Revenue Passbook (Khata/Khasra),1,National Land Revenue Passbook (Khata/Khasra) for verification
12531,pm-national-soil-health-organic-farming-mission-phase-5,Bank Passbook,1,National Bank Passbook for verification
12532,pm-national-farm-mechanization-rotavator-subsidy-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12533,pm-national-farm-mechanization-rotavator-subsidy-phase-5,Land Revenue Passbook (Khata/Khasra),1,National Land Revenue Passbook (Khata/Khasra) for verification
12534,pm-national-farm-mechanization-rotavator-subsidy-phase-5,Bank Passbook,1,National Bank Passbook for verification
12535,pm-national-post-matric-merit-scholarship-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12536,pm-national-post-matric-merit-scholarship-phase-5,Marksheet / Grade Certificate,1,National Marksheet / Grade Certificate for verification
12537,pm-national-post-matric-merit-scholarship-phase-5,Income Certificate,1,National Income Certificate for verification
12538,pm-national-post-matric-merit-scholarship-phase-5,Bank Passbook,1,National Bank Passbook for verification
12539,pm-national-free-digital-tablet-laptop-distribution-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12540,pm-national-free-digital-tablet-laptop-distribution-phase-5,Marksheet / Grade Certificate,1,National Marksheet / Grade Certificate for verification
12541,pm-national-free-digital-tablet-laptop-distribution-phase-5,Income Certificate,1,National Income Certificate for verification
12542,pm-national-free-digital-tablet-laptop-distribution-phase-5,Bank Passbook,1,National Bank Passbook for verification
12543,pm-national-competitive-exam-coaching-assistance-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12544,pm-national-competitive-exam-coaching-assistance-phase-5,Marksheet / Grade Certificate,1,National Marksheet / Grade Certificate for verification
12545,pm-national-competitive-exam-coaching-assistance-phase-5,Income Certificate,1,National Income Certificate for verification
12546,pm-national-competitive-exam-coaching-assistance-phase-5,Bank Passbook,1,National Bank Passbook for verification
12547,pm-national-girl-child-higher-education-incentive-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12548,pm-national-girl-child-higher-education-incentive-phase-5,Marksheet / Grade Certificate,1,National Marksheet / Grade Certificate for verification
12549,pm-national-girl-child-higher-education-incentive-phase-5,Income Certificate,1,National Income Certificate for verification
12550,pm-national-girl-child-higher-education-incentive-phase-5,Bank Passbook,1,National Bank Passbook for verification
12551,pm-national-technical-polytechnic-skill-stipend-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12552,pm-national-technical-polytechnic-skill-stipend-phase-5,Marksheet / Grade Certificate,1,National Marksheet / Grade Certificate for verification
12553,pm-national-technical-polytechnic-skill-stipend-phase-5,Income Certificate,1,National Income Certificate for verification
12554,pm-national-technical-polytechnic-skill-stipend-phase-5,Bank Passbook,1,National Bank Passbook for verification
12555,pm-national-overseas-education-scholarship-for-ews-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12556,pm-national-overseas-education-scholarship-for-ews-phase-5,Marksheet / Grade Certificate,1,National Marksheet / Grade Certificate for verification
12557,pm-national-overseas-education-scholarship-for-ews-phase-5,Income Certificate,1,National Income Certificate for verification
12558,pm-national-overseas-education-scholarship-for-ews-phase-5,Bank Passbook,1,National Bank Passbook for verification
12559,pm-national-special-education-aid-for-divyang-students-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12560,pm-national-special-education-aid-for-divyang-students-phase-5,Marksheet / Grade Certificate,1,National Marksheet / Grade Certificate for verification
12561,pm-national-special-education-aid-for-divyang-students-phase-5,Income Certificate,1,National Income Certificate for verification
12562,pm-national-special-education-aid-for-divyang-students-phase-5,Bank Passbook,1,National Bank Passbook for verification
12563,pm-national-matru-kalyan-nutrition-dbt-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12564,pm-national-matru-kalyan-nutrition-dbt-phase-5,Ration Card,1,National Ration Card for verification
12565,pm-national-matru-kalyan-nutrition-dbt-phase-5,Bank Passbook,1,National Bank Passbook for verification
12566,pm-national-matru-kalyan-nutrition-dbt-phase-5,Income Certificate,0,National Income Certificate for verification
12567,pm-national-mahila-swavalamban-livelihood-grant-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12568,pm-national-mahila-swavalamban-livelihood-grant-phase-5,Ration Card,1,National Ration Card for verification
12569,pm-national-mahila-swavalamban-livelihood-grant-phase-5,Bank Passbook,1,National Bank Passbook for verification
12570,pm-national-mahila-swavalamban-livelihood-grant-phase-5,Income Certificate,0,National Income Certificate for verification
12571,pm-national-kanya-vivah-marriage-assistance-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12572,pm-national-kanya-vivah-marriage-assistance-phase-5,Ration Card,1,National Ration Card for verification
12573,pm-national-kanya-vivah-marriage-assistance-phase-5,Bank Passbook,1,National Bank Passbook for verification
12574,pm-national-kanya-vivah-marriage-assistance-phase-5,Income Certificate,0,National Income Certificate for verification
12575,pm-national-working-women-hostel-transport-subsidy-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12576,pm-national-working-women-hostel-transport-subsidy-phase-5,Ration Card,1,National Ration Card for verification
12577,pm-national-working-women-hostel-transport-subsidy-phase-5,Bank Passbook,1,National Bank Passbook for verification
12578,pm-national-working-women-hostel-transport-subsidy-phase-5,Income Certificate,0,National Income Certificate for verification
12579,pm-national-single-mother-destitute-women-pension-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12580,pm-national-single-mother-destitute-women-pension-phase-5,Ration Card,1,National Ration Card for verification
12581,pm-national-single-mother-destitute-women-pension-phase-5,Bank Passbook,1,National Bank Passbook for verification
12582,pm-national-single-mother-destitute-women-pension-phase-5,Income Certificate,0,National Income Certificate for verification
12583,pm-national-sukanya-samriddhi-high-interest-top-up-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12584,pm-national-sukanya-samriddhi-high-interest-top-up-phase-5,Ration Card,1,National Ration Card for verification
12585,pm-national-sukanya-samriddhi-high-interest-top-up-phase-5,Bank Passbook,1,National Bank Passbook for verification
12586,pm-national-sukanya-samriddhi-high-interest-top-up-phase-5,Income Certificate,0,National Income Certificate for verification
12587,pm-national-universal-cashless-health-insurance-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12588,pm-national-universal-cashless-health-insurance-phase-5,Ration Card / Health Card,1,National Ration Card / Health Card for verification
12589,pm-national-universal-cashless-health-insurance-phase-5,Medical Prescription,1,National Medical Prescription for verification
12590,pm-national-critical-illness-relief-fund-cancer-kidney-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12591,pm-national-critical-illness-relief-fund-cancer-kidney-phase-5,Ration Card / Health Card,1,National Ration Card / Health Card for verification
12592,pm-national-critical-illness-relief-fund-cancer-kidney-phase-5,Medical Prescription,1,National Medical Prescription for verification
12593,pm-national-free-diagnostic-tests-medicine-scheme-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12594,pm-national-free-diagnostic-tests-medicine-scheme-phase-5,Ration Card / Health Card,1,National Ration Card / Health Card for verification
12595,pm-national-free-diagnostic-tests-medicine-scheme-phase-5,Medical Prescription,1,National Medical Prescription for verification
12596,pm-national-senior-citizen-specialized-geriatric-care-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12597,pm-national-senior-citizen-specialized-geriatric-care-phase-5,Ration Card / Health Card,1,National Ration Card / Health Card for verification
12598,pm-national-senior-citizen-specialized-geriatric-care-phase-5,Medical Prescription,1,National Medical Prescription for verification
12599,pm-national-emergency-accidental-trauma-insurance-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12600,pm-national-emergency-accidental-trauma-insurance-phase-5,Ration Card / Health Card,1,National Ration Card / Health Card for verification
12601,pm-national-emergency-accidental-trauma-insurance-phase-5,Medical Prescription,1,National Medical Prescription for verification
12602,pm-national-old-age-social-security-pension-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12603,pm-national-old-age-social-security-pension-phase-5,Income Certificate,1,National Income Certificate for verification
12604,pm-national-old-age-social-security-pension-phase-5,Bank Passbook,1,National Bank Passbook for verification
12605,pm-national-old-age-social-security-pension-phase-5,Disability/Caste Certificate,0,National Disability/Caste Certificate for verification
12606,pm-national-divyangjan-disability-monthly-pension-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12607,pm-national-divyangjan-disability-monthly-pension-phase-5,Income Certificate,1,National Income Certificate for verification
12608,pm-national-divyangjan-disability-monthly-pension-phase-5,Bank Passbook,1,National Bank Passbook for verification
12609,pm-national-divyangjan-disability-monthly-pension-phase-5,Disability/Caste Certificate,0,National Disability/Caste Certificate for verification
12610,pm-national-antyodaya-subsidized-food-security-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12611,pm-national-antyodaya-subsidized-food-security-phase-5,Income Certificate,1,National Income Certificate for verification
12612,pm-national-antyodaya-subsidized-food-security-phase-5,Bank Passbook,1,National Bank Passbook for verification
12613,pm-national-antyodaya-subsidized-food-security-phase-5,Disability/Caste Certificate,0,National Disability/Caste Certificate for verification
12614,pm-national-sanitation-workers-rehabilitation-grant-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12615,pm-national-sanitation-workers-rehabilitation-grant-phase-5,Income Certificate,1,National Income Certificate for verification
12616,pm-national-sanitation-workers-rehabilitation-grant-phase-5,Bank Passbook,1,National Bank Passbook for verification
12617,pm-national-sanitation-workers-rehabilitation-grant-phase-5,Disability/Caste Certificate,0,National Disability/Caste Certificate for verification
12618,pm-national-tribal-livelihood-forest-produce-grant-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12619,pm-national-tribal-livelihood-forest-produce-grant-phase-5,Income Certificate,1,National Income Certificate for verification
12620,pm-national-tribal-livelihood-forest-produce-grant-phase-5,Bank Passbook,1,National Bank Passbook for verification
12621,pm-national-tribal-livelihood-forest-produce-grant-phase-5,Disability/Caste Certificate,0,National Disability/Caste Certificate for verification
12622,pm-national-youth-apprenticeship-monthly-stipend-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12623,pm-national-youth-apprenticeship-monthly-stipend-phase-5,Educational Qualification Certificate,1,National Educational Qualification Certificate for verification
12624,pm-national-youth-apprenticeship-monthly-stipend-phase-5,Bank Passbook,1,National Bank Passbook for verification
12625,pm-national-artisan-craftsman-modern-tool-kit-grant-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12626,pm-national-artisan-craftsman-modern-tool-kit-grant-phase-5,Educational Qualification Certificate,1,National Educational Qualification Certificate for verification
12627,pm-national-artisan-craftsman-modern-tool-kit-grant-phase-5,Bank Passbook,1,National Bank Passbook for verification
12628,pm-national-rural-youth-driving-heavy-machinery-training-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12629,pm-national-rural-youth-driving-heavy-machinery-training-phase-5,Educational Qualification Certificate,1,National Educational Qualification Certificate for verification
12630,pm-national-rural-youth-driving-heavy-machinery-training-phase-5,Bank Passbook,1,National Bank Passbook for verification
12631,pm-national-it-emerging-tech-bootcamp-voucher-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12632,pm-national-it-emerging-tech-bootcamp-voucher-phase-5,Educational Qualification Certificate,1,National Educational Qualification Certificate for verification
12633,pm-national-it-emerging-tech-bootcamp-voucher-phase-5,Bank Passbook,1,National Bank Passbook for verification
12634,pm-national-self-employment-micro-credit-guarantee-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12635,pm-national-self-employment-micro-credit-guarantee-phase-5,Educational Qualification Certificate,1,National Educational Qualification Certificate for verification
12636,pm-national-self-employment-micro-credit-guarantee-phase-5,Bank Passbook,1,National Bank Passbook for verification
12637,pm-national-pucca-house-construction-subsidy-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12638,pm-national-pucca-house-construction-subsidy-phase-5,Land Possession Certificate,1,National Land Possession Certificate for verification
12639,pm-national-pucca-house-construction-subsidy-phase-5,Income Certificate,1,National Income Certificate for verification
12640,pm-national-pucca-house-construction-subsidy-phase-5,Bank Passbook,1,National Bank Passbook for verification
12641,pm-national-rooftop-solar-green-energy-assistance-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12642,pm-national-rooftop-solar-green-energy-assistance-phase-5,Land Possession Certificate,1,National Land Possession Certificate for verification
12643,pm-national-rooftop-solar-green-energy-assistance-phase-5,Income Certificate,1,National Income Certificate for verification
12644,pm-national-rooftop-solar-green-energy-assistance-phase-5,Bank Passbook,1,National Bank Passbook for verification
12645,pm-national-slum-rehabilitation-ews-flat-allocation-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12646,pm-national-slum-rehabilitation-ews-flat-allocation-phase-5,Land Possession Certificate,1,National Land Possession Certificate for verification
12647,pm-national-slum-rehabilitation-ews-flat-allocation-phase-5,Income Certificate,1,National Income Certificate for verification
12648,pm-national-slum-rehabilitation-ews-flat-allocation-phase-5,Bank Passbook,1,National Bank Passbook for verification
12649,pm-national-rural-toilet-water-tap-incentive-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12650,pm-national-rural-toilet-water-tap-incentive-phase-5,Land Possession Certificate,1,National Land Possession Certificate for verification
12651,pm-national-rural-toilet-water-tap-incentive-phase-5,Income Certificate,1,National Income Certificate for verification
12652,pm-national-rural-toilet-water-tap-incentive-phase-5,Bank Passbook,1,National Bank Passbook for verification
12653,pm-national-micro-enterprise-collateral-free-loan-phase-5,Udyam Registration Certificate,1,National Udyam Registration Certificate for verification
12654,pm-national-micro-enterprise-collateral-free-loan-phase-5,PAN Card,1,National PAN Card for verification
12655,pm-national-micro-enterprise-collateral-free-loan-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12656,pm-national-micro-enterprise-collateral-free-loan-phase-5,Bank Account Statement,1,National Bank Account Statement for verification
12657,pm-national-women-entrepreneur-startup-grant-phase-5,Udyam Registration Certificate,1,National Udyam Registration Certificate for verification
12658,pm-national-women-entrepreneur-startup-grant-phase-5,PAN Card,1,National PAN Card for verification
12659,pm-national-women-entrepreneur-startup-grant-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12660,pm-national-women-entrepreneur-startup-grant-phase-5,Bank Account Statement,1,National Bank Account Statement for verification
12661,pm-national-export-promotion-quality-certification-subsidy-phase-5,Udyam Registration Certificate,1,National Udyam Registration Certificate for verification
12662,pm-national-export-promotion-quality-certification-subsidy-phase-5,PAN Card,1,National PAN Card for verification
12663,pm-national-export-promotion-quality-certification-subsidy-phase-5,Aadhaar Card,1,National Aadhaar Card for verification
12664,pm-national-export-promotion-quality-certification-subsidy-phase-5,Bank Account Statement,1,National Bank Account Statement for verification
12665,pm-national-credit-linked-capital-subsidy-for-tech-upgradation-phase-5,Udyam Registration Certificate,1,National Udyam Registration Certificate for verification
