id,scheme_slug,field_name,operator,rule_value,description
8907,pm-national-matru-kalyan-nutrition-dbt-phase-4,gender,eq,Female,Citizen gender must be eq 'Female'
8908,pm-national-mahila-swavalamban-livelihood-grant-phase-4,gender,eq,Female,Citizen gender must be eq 'Female'
8909,pm-national-kanya-vivah-marriage-assistance-phase-4,gender,eq,Female,Citizen gender must be eq 'Female'
8910,pm-national-working-women-hostel-transport-subsidy-phase-4,gender,eq,Female,Citizen gender must be eq 'Female'
8911,pm-national-single-mother-destitute-women-pension-phase-4,gender,eq,Female,Citizen gender must be eq 'Female'
8912,pm-national-sukanya-samriddhi-high-interest-top-up-phase-4,gender,eq,Female,Citizen gender must be eq 'Female'
8913,pm-national-universal-cashless-health-insurance-phase-4,annual_income,lte,500000,Citizen annual_income must be lte '500000'
8914,pm-national-critical-illness-relief-fund-cancer-kidney-phase-4,annual_income,lte,300000,Citizen annual_income must be lte '300000'
8915,pm-national-free-diagnostic-tests-medicine-scheme-phase-4,annual_income,lte,400000,Citizen annual_income must be lte '400000'
8916,pm-national-senior-citizen-specialized-geriatric-care-phase-4,age,gte,60,Citizen age must be gte '60'
8917,pm-national-emergency-accidental-trauma-insurance-phase-4,annual_income,lte,600000,Citizen annual_income must be lte '600000'
8918,pm-national-old-age-social-security-pension-phase-4,age,gte,60,Citizen age must be gte '60'
8919,pm-national-divyangjan-disability-monthly-pension-phase-4,annual_income,lte,250000,Citizen annual_income must be lte '250000'
8920,pm-national-antyodaya-subsidized-food-security-phase-4,annual_income,lte,100000,Citizen annual_income must be lte '100000'
8921,pm-national-sanitation-workers-rehabilitation-grant-phase-4,occupation,eq,Daily Wage,Citizen occupation must be eq 'Daily Wage'
8922,pm-national-sanitation-workers-rehabilitation-grant-phase-4,annual_income,lte,200000,Citizen annual_income must be lte '200000'
8923,pm-national-tribal-livelihood-forest-produce-grant-phase-4,occupation,eq,Artisan,Citizen occupation must be eq 'Artisan'
8924,pm-national-tribal-livelihood-forest-produce-grant-phase-4,annual_income,lte,250000,Citizen annual_income must be lte '250000'
8925,pm-national-youth-apprenticeship-monthly-stipend-phase-4,occupation,eq,Unemployed,Citizen occupation must be eq 'Unemployed'
8926,pm-national-youth-apprenticeship-monthly-stipend-phase-4,age,between,18-29,Citizen age must be between '18-29'
8927,pm-national-artisan-craftsman-modern-tool-kit-grant-phase-4,occupation,eq,Artisan,Citizen occupation must be eq 'Artisan'
8928,pm-national-artisan-craftsman-modern-tool-kit-grant-phase-4,annual_income,lte,300000,Citizen annual_income must be lte '300000'
8929,pm-national-rural-youth-driving-heavy-machinery-training-phase-4,occupation,eq,Unemployed,Citizen occupation must be eq 'Unemployed'
8930,pm-national-rural-youth-driving-heavy-machinery-training-phase-4,age,between,18-35,Citizen age must be between '18-35'
8931,pm-national-it-emerging-tech-bootcamp-voucher-phase-4,occupation,eq,Student,Citizen occupation must be eq 'Student'
8932,pm-national-it-emerging-tech-bootcamp-voucher-phase-4,annual_income,lte,500000,Citizen annual_income must be lte '500000'
8933,pm-national-self-employment-micro-credit-guarantee-phase-4,occupation,eq,Self-Employed,Citizen occupation must be eq 'Self-Employed'
8934,pm-national-self-employment-micro-credit-guarantee-phase-4,annual_income,lte,400000,Citizen annual_income must be lte '400000'
8935,pm-national-pucca-house-construction-subsidy-phase-4,annual_income,lte,250000,Citizen annual_income must be lte '250000'
8936,pm-national-rooftop-solar-green-energy-assistance-phase-4,annual_income,lte,600000,Citizen annual_income must be lte '600000'
8937,pm-national-slum-rehabilitation-ews-flat-allocation-phase-4,annual_income,lte,200000,Citizen annual_income must be lte '200000'
8938,pm-national-rural-toilet-water-tap-incentive-phase-4,annual_income,lte,200000,Citizen annual_income must be lte '200000'
8939,pm-national-micro-enterprise-collateral-free-loan-phase-4,occupation,eq,Business,Citizen occupation must be eq 'Business'
8940,pm-national-micro-enterprise-collateral-free-loan-phase-4,annual_income,lte,800000,Citizen annual_income must be lte '800000'
8941,pm-national-women-entrepreneur-startup-grant-phase-4,occupation,eq,Business,Citizen occupation must be eq 'Business'
8942,pm-national-women-entrepreneur-startup-grant-phase-4,gender,eq,Female,Citizen gender must be eq 'Female'
8943,pm-national-export-promotion-quality-certification-subsidy-phase-4,occupation,eq,Business,Citizen occupation must be eq 'Business'
8944,pm-national-export-promotion-quality-certification-subsidy-phase-4,occupation,eq,Business,Citizen occupation must be eq 'Business'
8945,pm-national-credit-linked-capital-subsidy-for-tech-upgradation-phase-4,occupation,eq,Business,Citizen occupation must be eq 'Business'
8946,pm-national-credit-linked-capital-subsidy-for-tech-upgradation-phase-4,annual_income,lte,1000000,Citizen annual_income must be lte '1000000'
8947,pm-national-e-vehicle-green-mobility-subsidy-phase-4,annual_income,lte,750000,Citizen annual_income must be lte '750000'
8948,pm-national-rainwater-harvesting-ground-water-recharge-grant-phase-4,annual_income,lte,500000,Citizen annual_income must be lte '500000'
8949,pm-national-bio-gas-cattle-dung-renewable-plant-subsidy-phase-4,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
8950,pm-national-bio-gas-cattle-dung-renewable-plant-subsidy-phase-4,annual_income,lte,400000,Citizen annual_income must be lte '400000'
8951,pm-national-kisan-samriddhi-crop-assistance-phase-5,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
8952,pm-national-kisan-samriddhi-crop-assistance-phase-5,annual_income,lte,300000,Citizen annual_income must be lte '300000'
8953,pm-national-solar-krishi-pump-subsidy-phase-5,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
8954,pm-national-solar-krishi-pump-subsidy-phase-5,annual_income,lte,500000,Citizen annual_income must be lte '500000'
8955,pm-national-horticulture-drip-irrigation-grant-phase-5,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
8956,pm-national-horticulture-drip-irrigation-grant-phase-5,annual_income,lte,400000,Citizen annual_income must be lte '400000'
8957,pm-national-dairy-cattle-development-incentive-phase-5,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
8958,pm-national-dairy-cattle-development-incentive-phase-5,annual_income,lte,300000,Citizen annual_income must be lte '300000'
8959,pm-national-fodder-cultivation-animal-care-grant-phase-5,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
8960,pm-national-fodder-cultivation-animal-care-grant-phase-5,annual_income,lte,250000,Citizen annual_income must be lte '250000'
8961,pm-national-fisheries-pond-biofloc-support-phase-5,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
8962,pm-national-fisheries-pond-biofloc-support-phase-5,annual_income,lte,400000,Citizen annual_income must be lte '400000'
8963,pm-national-soil-health-organic-farming-mission-phase-5,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
8964,pm-national-soil-health-organic-farming-mission-phase-5,annual_income,lte,300000,Citizen annual_income must be lte '300000'
8965,pm-national-farm-mechanization-rotavator-subsidy-phase-5,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
8966,pm-national-farm-mechanization-rotavator-subsidy-phase-5,annual_income,lte,500000,Citizen annual_income must be lte '500000'
8967,pm-national-post-matric-merit-scholarship-phase-5,occupation,eq,Student,Citizen occupation must be eq 'Student'
8968,pm-national-post-matric-merit-scholarship-phase-5,annual_income,lte,250000,Citizen annual_income must be lte '250000'
8969,pm-national-free-digital-tablet-laptop-distribution-phase-5,occupation,eq,Student,Citizen occupation must be eq 'Student'
8970,pm-national-free-digital-tablet-laptop-distribution-phase-5,annual_income,lte,400000,Citizen annual_income must be lte '400000'
8971,pm-national-competitive-exam-coaching-assistance-phase-5,occupation,eq,Student,Citizen occupation must be eq 'Student'
8972,pm-national-competitive-exam-coaching-assistance-phase-5,annual_income,lte,500000,Citizen annual_income must be lte '500000'
8973,pm-national-girl-child-higher-education-incentive-phase-5,occupation,eq,Student,Citizen occupation must be eq 'Student'
8974,pm-national-girl-child-higher-education-incentive-phase-5,gender,eq,Female,Citizen gender must be eq 'Female'
8975,pm-national-technical-polytechnic-skill-stipend-phase-5,occupation,eq,Student,Citizen occupation must be eq 'Student'
8976,pm-national-technical-polytechnic-skill-stipend-phase-5,annual_income,lte,300000,Citizen annual_income must be lte '300000'
8977,pm-national-overseas-education-scholarship-for-ews-phase-5,occupation,eq,Student,Citizen occupation must be eq 'Student'
8978,pm-national-overseas-education-scholarship-for-ews-phase-5,annual_income,lte,800000,Citizen annual_income must be lte '800000'
8979,pm-national-special-education-aid-for-divyang-students-phase-5,occupation,eq,Student,Citizen occupation must be eq 'Student'
8980,pm-national-special-education-aid-for-divyang-students-phase-5,annual_income,lte,350000,Citizen annual_income must be lte '350000'
8981,pm-national-matru-kalyan-nutrition-dbt-phase-5,gender,eq,Female,Citizen gender must be eq 'Female'
8982,pm-national-mahila-swavalamban-livelihood-grant-phase-5,gender,eq,Female,Citizen gender must be eq 'Female'
8983,pm-national-kanya-vivah-marriage-assistance-phase-5,gender,eq,Female,Citizen gender must be eq 'Female'
8984,pm-national-working-women-hostel-transport-subsidy-phase-5,gender,eq,Female,Citizen gender must be eq 'Female'
8985,pm-national-single-mother-destitute-women-pension-phase-5,gender,eq,Female,Citizen gender must be eq 'Female'
8986,pm-national-sukanya-samriddhi-high-interest-top-up-phase-5,gender,eq,Female,Citizen gender must be eq 'Female'
8987,pm-national-universal-cashless-health-insurance-phase-5,annual_income,lte,500000,Citizen annual_income must be lte '500000'
8988,pm-national-critical-illness-relief-fund-cancer-kidney-phase-5,annual_income,lte,300000,Citizen annual_income must be lte '300000'
8989,pm-national-free-diagnostic-tests-medicine-scheme-phase-5,annual_income,lte,400000,Citizen annual_income must be lte '400000'
8990,pm-national-senior-citizen-specialized-geriatric-care-phase-5,age,gte,60,Citizen age must be gte '60'
8991,pm-national-emergency-accidental-trauma-insurance-phase-5,annual_income,lte,600000,Citizen annual_income must be lte '600000'
8992,pm-national-old-age-social-security-pension-phase-5,age,gte,60,Citizen age must be gte '60'
8993,pm-national-divyangjan-disability-monthly-pension-phase-5,annual_income,lte,250000,Citizen annual_income must be lte '250000'
8994,pm-national-antyodaya-subsidized-food-security-phase-5,annual_income,lte,100000,Citizen annual_income must be lte '100000'
8995,pm-national-sanitation-workers-rehabilitation-grant-phase-5,occupation,eq,Daily Wage,Citizen occupation must be eq 'Daily Wage'
8996,pm-national-sanitation-workers-rehabilitation-grant-phase-5,annual_income,lte,200000,Citizen annual_income must be lte '200000'
8997,pm-national-tribal-livelihood-forest-produce-grant-phase-5,occupation,eq,Artisan,Citizen occupation must be eq 'Artisan'
8998,pm-national-tribal-livelihood-forest-produce-grant-phase-5,annual_income,lte,250000,Citizen annual_income must be lte '250000'
8999,pm-national-youth-apprenticeship-monthly-stipend-phase-5,occupation,eq,Unemployed,Citizen occupation must be eq 'Unemployed'
9000,pm-national-youth-apprenticeship-monthly-stipend-phase-5,age,between,18-29,Citizen age must be between '18-29'
9001,pm-national-artisan-craftsman-modern-tool-kit-grant-phase-5,occupation,eq,Artisan,Citizen occupation must be eq 'Artisan'
9002,pm-national-artisan-craftsman-modern-tool-kit-grant-phase-5,annual_income,lte,300000,Citizen annual_income must be lte '300000'
9003,pm-national-rural-youth-driving-heavy-machinery-training-phase-5,occupation,eq,Unemployed,Citizen occupation must be eq 'Unemployed'
9004,pm-national-rural-youth-driving-heavy-machinery-training-phase-5,age,between,18-35,Citizen age must be between '18-35'
9005,pm-national-it-emerging-tech-bootcamp-voucher-phase-5,occupation,eq,Student,Citizen occupation must be eq 'Student'
9006,pm-national-it-emerging-tech-bootcamp-voucher-phase-5,annual_income,lte,500000,Citizen annual_income must be lte '500000'
9007,pm-national-self-employment-micro-credit-guarantee-phase-5,occupation,eq,Self-Employed,Citizen occupation must be eq 'Self-Employed'
9008,pm-national-self-employment-micro-credit-guarantee-phase-5,annual_income,lte,400000,Citizen annual_income must be lte '400000'
9009,pm-national-pucca-house-construction-subsidy-phase-5,annual_income,lte,250000,Citizen annual_income must be lte '250000'
9010,pm-national-rooftop-solar-green-energy-assistance-phase-5,annual_income,lte,600000,Citizen annual_income must be lte '600000'
9011,pm-national-slum-rehabilitation-ews-flat-allocation-phase-5,annual_income,lte,200000,Citizen annual_income must be lte '200000'
9012,pm-national-rural-toilet-water-tap-incentive-phase-5,annual_income,lte,200000,Citizen annual_income must be lte '200000'
9013,pm-national-micro-enterprise-collateral-free-loan-phase-5,occupation,eq,Business,Citizen occupation must be eq 'Business'
9014,pm-national-micro-enterprise-collateral-free-loan-phase-5,annual_income,lte,800000,Citizen annual_income must be lte '800000'
9015,pm-national-women-entrepreneur-startup-grant-phase-5,occupation,eq,Business,Citizen occupation must be eq 'Business'
9016,pm-national-women-entrepreneur-startup-grant-phase-5,gender,eq,Female,Citizen gender must be eq 'Female'
9017,pm-national-export-promotion-quality-certification-subsidy-phase-5,occupation,eq,Business,Citizen occupation must be eq 'Business'
9018,pm-national-export-promotion-quality-certification-subsidy-phase-5,occupation,eq,Business,Citizen occupation must be eq 'Business'
9019,pm-national-credit-linked-capital-subsidy-for-tech-upgradation-phase-5,occupation,eq,Business,Citizen occupation must be eq 'Business'
9020,pm-national-credit-linked-capital-subsidy-for-tech-upgradation-phase-5,annual_income,lte,1000000,Citizen annual_income must be lte '1000000'
9021,pm-national-e-vehicle-green-mobility-subsidy-phase-5,annual_income,lte,750000,Citizen annual_income must be lte '750000'
9022,pm-national-rainwater-harvesting-ground-water-recharge-grant-phase-5,annual_income,lte,500000,Citizen annual_income must be lte '500000'
9023,pm-national-bio-gas-cattle-dung-renewable-plant-subsidy-phase-5,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9024,pm-national-bio-gas-cattle-dung-renewable-plant-subsidy-phase-5,annual_income,lte,400000,Citizen annual_income must be lte '400000'
9025,pm-national-kisan-samriddhi-crop-assistance-phase-6,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9026,pm-national-kisan-samriddhi-crop-assistance-phase-6,annual_income,lte,300000,Citizen annual_income must be lte '300000'
9027,pm-national-solar-krishi-pump-subsidy-phase-6,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9028,pm-national-solar-krishi-pump-subsidy-phase-6,annual_income,lte,500000,Citizen annual_income must be lte '500000'
9029,pm-national-horticulture-drip-irrigation-grant-phase-6,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9030,pm-national-horticulture-drip-irrigation-grant-phase-6,annual_income,lte,400000,Citizen annual_income must be lte '400000'
9031,pm-national-dairy-cattle-development-incentive-phase-6,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9032,pm-national-dairy-cattle-development-incentive-phase-6,annual_income,lte,300000,Citizen annual_income must be lte '300000'
9033,pm-national-fodder-cultivation-animal-care-grant-phase-6,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9034,pm-national-fodder-cultivation-animal-care-grant-phase-6,annual_income,lte,250000,Citizen annual_income must be lte '250000'
9035,pm-national-fisheries-pond-biofloc-support-phase-6,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9036,pm-national-fisheries-pond-biofloc-support-phase-6,annual_income,lte,400000,Citizen annual_income must be lte '400000'
9037,pm-national-soil-health-organic-farming-mission-phase-6,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9038,pm-national-soil-health-organic-farming-mission-phase-6,annual_income,lte,300000,Citizen annual_income must be lte '300000'
9039,pm-national-farm-mechanization-rotavator-subsidy-phase-6,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9040,pm-national-farm-mechanization-rotavator-subsidy-phase-6,annual_income,lte,500000,Citizen annual_income must be lte '500000'
9041,pm-national-post-matric-merit-scholarship-phase-6,occupation,eq,Student,Citizen occupation must be eq 'Student'
9042,pm-national-post-matric-merit-scholarship-phase-6,annual_income,lte,250000,Citizen annual_income must be lte '250000'
9043,pm-national-free-digital-tablet-laptop-distribution-phase-6,occupation,eq,Student,Citizen occupation must be eq 'Student'
9044,pm-national-free-digital-tablet-laptop-distribution-phase-6,annual_income,lte,400000,Citizen annual_income must be lte '400000'
9045,pm-national-competitive-exam-coaching-assistance-phase-6,occupation,eq,Student,Citizen occupation must be eq 'Student'
9046,pm-national-competitive-exam-coaching-assistance-phase-6,annual_income,lte,500000,Citizen annual_income must be lte '500000'
9047,pm-national-girl-child-higher-education-incentive-phase-6,occupation,eq,Student,Citizen occupation must be eq 'Student'
9048,pm-national-girl-child-higher-education-incentive-phase-6,gender,eq,Female,Citizen gender must be eq 'Female'
9049,pm-national-technical-polytechnic-skill-stipend-phase-6,occupation,eq,Student,Citizen occupation must be eq 'Student'
9050,pm-national-technical-polytechnic-skill-stipend-phase-6,annual_income,lte,300000,Citizen annual_income must be lte '300000'
9051,pm-national-overseas-education-scholarship-for-ews-phase-6,occupation,eq,Student,Citizen occupation must be eq 'Student'
9052,pm-national-overseas-education-scholarship-for-ews-phase-6,annual_income,lte,800000,Citizen annual_income must be lte '800000'
9053,pm-national-special-education-aid-for-divyang-students-phase-6,occupation,eq,Student,Citizen occupation must be eq 'Student'
9054,pm-national-special-education-aid-for-divyang-students-phase-6,annual_income,lte,350000,Citizen annual_income must be lte '350000'
9055,pm-national-matru-kalyan-nutrition-dbt-phase-6,gender,eq,Female,Citizen gender must be eq 'Female'
9056,pm-national-mahila-swavalamban-livelihood-grant-phase-6,gender,eq,Female,Citizen gender must be eq 'Female'
9057,pm-national-kanya-vivah-marriage-assistance-phase-6,gender,eq,Female,Citizen gender must be eq 'Female'
9058,pm-national-working-women-hostel-transport-subsidy-phase-6,gender,eq,Female,Citizen gender must be eq 'Female'
9059,pm-national-single-mother-destitute-women-pension-phase-6,gender,eq,Female,Citizen gender must be eq 'Female'
9060,pm-national-sukanya-samriddhi-high-interest-top-up-phase-6,gender,eq,Female,Citizen gender must be eq 'Female'
9061,pm-national-universal-cashless-health-insurance-phase-6,annual_income,lte,500000,Citizen annual_income must be lte '500000'
9062,pm-national-critical-illness-relief-fund-cancer-kidney-phase-6,annual_income,lte,300000,Citizen annual_income must be lte '300000'
9063,pm-national-free-diagnostic-tests-medicine-scheme-phase-6,annual_income,lte,400000,Citizen annual_income must be lte '400000'
9064,pm-national-senior-citizen-specialized-geriatric-care-phase-6,age,gte,60,Citizen age must be gte '60'
9065,pm-national-emergency-accidental-trauma-insurance-phase-6,annual_income,lte,600000,Citizen annual_income must be lte '600000'
9066,pm-national-old-age-social-security-pension-phase-6,age,gte,60,Citizen age must be gte '60'
9067,pm-national-divyangjan-disability-monthly-pension-phase-6,annual_income,lte,250000,Citizen annual_income must be lte '250000'
9068,pm-national-antyodaya-subsidized-food-security-phase-6,annual_income,lte,100000,Citizen annual_income must be lte '100000'
9069,pm-national-sanitation-workers-rehabilitation-grant-phase-6,occupation,eq,Daily Wage,Citizen occupation must be eq 'Daily Wage'
9070,pm-national-sanitation-workers-rehabilitation-grant-phase-6,annual_income,lte,200000,Citizen annual_income must be lte '200000'
9071,pm-national-tribal-livelihood-forest-produce-grant-phase-6,occupation,eq,Artisan,Citizen occupation must be eq 'Artisan'
9072,pm-national-tribal-livelihood-forest-produce-grant-phase-6,annual_income,lte,250000,Citizen annual_income must be lte '250000'
9073,pm-national-youth-apprenticeship-monthly-stipend-phase-6,occupation,eq,Unemployed,Citizen occupation must be eq 'Unemployed'
9074,pm-national-youth-apprenticeship-monthly-stipend-phase-6,age,between,18-29,Citizen age must be between '18-29'
9075,pm-national-artisan-craftsman-modern-tool-kit-grant-phase-6,occupation,eq,Artisan,Citizen occupation must be eq 'Artisan'
9076,pm-national-artisan-craftsman-modern-tool-kit-grant-phase-6,annual_income,lte,300000,Citizen annual_income must be lte '300000'
9077,pm-national-rural-youth-driving-heavy-machinery-training-phase-6,occupation,eq,Unemployed,Citizen occupation must be eq 'Unemployed'
9078,pm-national-rural-youth-driving-heavy-machinery-training-phase-6,age,between,18-35,Citizen age must be between '18-35'
9079,pm-national-it-emerging-tech-bootcamp-voucher-phase-6,occupation,eq,Student,Citizen occupation must be eq 'Student'
9080,pm-national-it-emerging-tech-bootcamp-voucher-phase-6,annual_income,lte,500000,Citizen annual_income must be lte '500000'
9081,pm-national-self-employment-micro-credit-guarantee-phase-6,occupation,eq,Self-Employed,Citizen occupation must be eq 'Self-Employed'
9082,pm-national-self-employment-micro-credit-guarantee-phase-6,annual_income,lte,400000,Citizen annual_income must be lte '400000'
9083,pm-national-pucca-house-construction-subsidy-phase-6,annual_income,lte,250000,Citizen annual_income must be lte '250000'
9084,pm-national-rooftop-solar-green-energy-assistance-phase-6,annual_income,lte,600000,Citizen annual_income must be lte '600000'
9085,pm-national-slum-rehabilitation-ews-flat-allocation-phase-6,annual_income,lte,200000,Citizen annual_income must be lte '200000'
9086,pm-national-rural-toilet-water-tap-incentive-phase-6,annual_income,lte,200000,Citizen annual_income must be lte '200000'
9087,pm-national-micro-enterprise-collateral-free-loan-phase-6,occupation,eq,Business,Citizen occupation must be eq 'Business'
9088,pm-national-micro-enterprise-collateral-free-loan-phase-6,annual_income,lte,800000,Citizen annual_income must be lte '800000'
9089,pm-national-women-entrepreneur-startup-grant-phase-6,occupation,eq,Business,Citizen occupation must be eq 'Business'
9090,pm-national-women-entrepreneur-startup-grant-phase-6,gender,eq,Female,Citizen gender must be eq 'Female'
9091,pm-national-export-promotion-quality-certification-subsidy-phase-6,occupation,eq,Business,Citizen occupation must be eq 'Business'
9092,pm-national-export-promotion-quality-certification-subsidy-phase-6,occupation,eq,Business,Citizen occupation must be eq 'Business'
9093,pm-national-credit-linked-capital-subsidy-for-tech-upgradation-phase-6,occupation,eq,Business,Citizen occupation must be eq 'Business'
9094,pm-national-credit-linked-capital-subsidy-for-tech-upgradation-phase-6,annual_income,lte,1000000,Citizen annual_income must be lte '1000000'
9095,pm-national-e-vehicle-green-mobility-subsidy-phase-6,annual_income,lte,750000,Citizen annual_income must be lte '750000'
9096,pm-national-rainwater-harvesting-ground-water-recharge-grant-phase-6,annual_income,lte,500000,Citizen annual_income must be lte '500000'
9097,pm-national-bio-gas-cattle-dung-renewable-plant-subsidy-phase-6,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9098,pm-national-bio-gas-cattle-dung-renewable-plant-subsidy-phase-6,annual_income,lte,400000,Citizen annual_income must be lte '400000'
9099,pm-national-kisan-samriddhi-crop-assistance-phase-7,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9100,pm-national-kisan-samriddhi-crop-assistance-phase-7,annual_income,lte,300000,Citizen annual_income must be lte '300000'
9101,pm-national-solar-krishi-pump-subsidy-phase-7,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9102,pm-national-solar-krishi-pump-subsidy-phase-7,annual_income,lte,500000,Citizen annual_income must be lte '500000'
9103,pm-national-horticulture-drip-irrigation-grant-phase-7,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9104,pm-national-horticulture-drip-irrigation-grant-phase-7,annual_income,lte,400000,Citizen annual_income must be lte '400000'
9105,pm-national-dairy-cattle-development-incentive-phase-7,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9106,pm-national-dairy-cattle-development-incentive-phase-7,annual_income,lte,300000,Citizen annual_income must be lte '300000'
9107,pm-national-fodder-cultivation-animal-care-grant-phase-7,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9108,pm-national-fodder-cultivation-animal-care-grant-phase-7,annual_income,lte,250000,Citizen annual_income must be lte '250000'
9109,pm-national-fisheries-pond-biofloc-support-phase-7,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9110,pm-national-fisheries-pond-biofloc-support-phase-7,annual_income,lte,400000,Citizen annual_income must be lte '400000'
9111,pm-national-soil-health-organic-farming-mission-phase-7,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9112,pm-national-soil-health-organic-farming-mission-phase-7,annual_income,lte,300000,Citizen annual_income must be lte '300000'
9113,pm-national-farm-mechanization-rotavator-subsidy-phase-7,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
9114,pm-national-farm-mechanization-rotavator-subsidy-phase-7,annual_income,lte,500000,Citizen annual_income must be lte '500000'
9115,pm-national-post-matric-merit-scholarship-phase-7,occupation,eq,Student,Citizen occupation must be eq 'Student'
9116,pm-national-post-matric-merit-scholarship-phase-7,annual_income,lte,250000,Citizen annual_income must be lte '250000'
9117,pm-national-free-digital-tablet-laptop-distribution-phase-7,occupation,eq,Student,Citizen occupation must be eq 'Student'
9118,pm-national-free-digital-tablet-laptop-distribution-phase-7,annual_income,lte,400000,Citizen annual_income must be lte '400000'
9119,pm-national-competitive-exam-coaching-assistance-phase-7,occupation,eq,Student,Citizen occupation must be eq 'Student'
9120,pm-national-competitive-exam-coaching-assistance-phase-7,annual_income,lte,500000,Citizen annual_income must be lte '500000'
9121,pm-national-girl-child-higher-education-incentive-phase-7,occupation,eq,Student,Citizen occupation must be eq 'Student'
9122,pm-national-girl-child-higher-education-incentive-phase-7,gender,eq,Female,Citizen gender must be eq 'Female'
9123,pm-national-technical-polytechnic-skill-stipend-phase-7,occupation,eq,Student,Citizen occupation must be eq 'Student'
9124,pm-national-technical-polytechnic-skill-stipend-phase-7,annual_income,lte,300000,Citizen annual_income must be lte '300000'
9125,pm-national-overseas-education-scholarship-for-ews-phase-7,occupation,eq,Student,Citizen occupation must be eq 'Student'
9126,pm-national-overseas-education-scholarship-for-ews-phase-7,annual_income,lte,800000,Citizen annual_income must be lte '800000'
9127,pm-national-special-education-aid-for-divyang-students-phase-7,occupation,eq,Student,Citizen occupation must be eq 'Student'
9128,pm-national-special-education-aid-for-divyang-students-phase-7,annual_income,lte,350000,Citizen annual_income must be lte '350000'
9129,pm-national-matru-kalyan-nutrition-dbt-phase-7,gender,eq,Female,Citizen gender must be eq 'Female'
9130,pm-national-mahila-swavalamban-livelihood-grant-phase-7,gender,eq,Female,Citizen gender must be eq 'Female'
9131,pm-national-kanya-vivah-marriage-assistance-phase-7,gender,eq,Female,Citizen gender must be eq 'Female'
9132,pm-national-working-women-hostel-transport-subsidy-phase-7,gender,eq,Female,Citizen gender must be eq 'Female'
9133,pm-national-single-mother-destitute-women-pension-phase-7,gender,eq,Female,Citizen gender must be eq 'Female'
9134,pm-national-sukanya-samriddhi-high-interest-top-up-phase-7,gender,eq,Female,Citizen gender must be eq 'Female'
9135,pm-national-universal-cashless-health-insurance-phase-7,annual_income,lte,500000,Citizen annual_income must be lte '500000'
9136,pm-national-critical-illness-relief-fund-cancer-kidney-phase-7,annual_income,lte,300000,Citizen annual_income must be lte '300000'
9137,pm-national-free-diagnostic-tests-medicine-scheme-phase-7,annual_income,lte,400000,Citizen annual_income must be lte '400000'
9138,pm-national-senior-citizen-specialized-geriatric-care-phase-7,age,gte,60,Citizen age must be gte '60'
9139,pm-national-emergency-accidental-trauma-insurance-phase-7,annual_income,lte,600000,Citizen annual_income must be lte '600000'
9140,pm-national-old-age-social-security-pension-phase-7,age,gte,60,Citizen age must be gte '60'
9141,pm-national-divyangjan-disability-monthly-pension-phase-7,annual_income,lte,250000,Citizen annual_income must be lte '250000'
9142,pm-national-antyodaya-subsidized-food-security-phase-7,annual_income,lte,100000,Citizen annual_income must be lte '100000'
9143,pm-national-sanitation-workers-rehabilitation-grant-phase-7,occupation,eq,Daily Wage,Citizen occupation must be eq 'Daily Wage'
9144,pm-national-sanitation-workers-rehabilitation-grant-phase-7,annual_income,lte,200000,Citizen annual_income must be lte '200000'
9145,pm-national-tribal-livelihood-forest-produce-grant-phase-7,occupation,eq,Artisan,Citizen occupation must be eq 'Artisan'
9146,pm-national-tribal-livelihood-forest-produce-grant-phase-7,annual_income,lte,250000,Citizen annual_income must be lte '250000'
9147,pm-national-youth-apprenticeship-monthly-stipend-phase-7,occupation,eq,Unemployed,Citizen occupation must be eq 'Unemployed'
